filename,width,height,class,xmin,ymin,xmax,ymax
scale_crop_r135_pad_9.JPG,400,400,5eca67a90202601e8cb8d104,0,0,171,200
scale_crop_r315_pad_14.JPG,400,400,5eca67a90202601e8cb8d104,0,0,171,171
scale_crop_r225_pad_1.JPG,400,400,5eca67a90202601e8cb8d104,0,0,200,200
scale_crop_r180_pad_1.JPG,400,400,5eca67a90202601e8cb8d104,0,127,200,200
scale_crop_r90_pad_14.JPG,400,400,5eca67a90202601e8cb8d104,88,0,148,128
scale_r45_pad_1.JPG,800,800,5eca67a90202601e8cb8d104,92,22,385,315
scale_crop_r90_pad_9.JPG,400,400,5eca67a90202601e8cb8d104,130,98,200,200
scale_r315_pad_9.JPG,800,800,5eca67a90202601e8cb8d104,69,8,316,256
scale_crop_r135_pad_1.JPG,400,400,5eca67a90202601e8cb8d104,0,0,200,200
scale_pad_1.JPG,800,800,5eca67a90202601e8cb8d104,45,102,364,198
scale_crop_pad_14.JPG,400,400,5eca67a90202601e8cb8d104,83,0,200,7
scale_crop_r270_pad_1.JPG,400,400,5eca67a90202601e8cb8d104,46,0,142,200
scale_r90_pad_9.JPG,800,800,5eca67a90202601e8cb8d104,214,107,292,378
scale_crop_r45_pad_1.JPG,400,400,5eca67a90202601e8cb8d104,33,0,200,130
scale_crop_r180_pad_14.JPG,400,400,5eca67a90202601e8cb8d104,0,139,122,199
scale_crop_r225_pad_9.JPG,400,400,5eca67a90202601e8cb8d104,0,0,129,200
scale_r225_pad_9.JPG,800,800,5eca67a90202601e8cb8d104,8,84,256,331
scale_r270_pad_1.JPG,800,800,5eca67a90202601e8cb8d104,102,36,198,355
scale_r135_pad_1.JPG,800,800,5eca67a90202601e8cb8d104,85,92,378,385
scale_r180_pad_14.JPG,800,800,5eca67a90202601e8cb8d104,90,208,274,268
scale_crop_r315_pad_9.JPG,400,400,5eca67a90202601e8cb8d104,0,0,170,107
scale_crop_pad_1.JPG,400,400,5eca67a90202601e8cb8d104,42,0,200,74
scale_r180_pad_1.JPG,800,800,5eca67a90202601e8cb8d104,36,202,355,298
scale_r90_pad_14.JPG,800,800,5eca67a90202601e8cb8d104,208,126,268,310
visual_scale_crop_r225_pad_1.JPG,400,400,5eca67a90202601e8cb8d104,0,0,200,200
visual_r225_pad_1.JPG,800,800,5eca67a90202601e8cb8d104,0,154,654,788
visual_scale_r270_pad_1.JPG,800,800,5eca67a90202601e8cb8d104,102,36,198,355
visual_scale_r135_pad_1.JPG,800,800,5eca67a90202601e8cb8d104,85,92,378,385
visual_scale_crop_r45_pad_1.JPG,400,400,5eca67a90202601e8cb8d104,33,0,200,130
visual_r135_pad_9.JPG,800,800,5eca67a90202601e8cb8d104,152,267,692,786
visual_scale_crop_r135_pad_9.JPG,400,400,5eca67a90202601e8cb8d104,0,0,171,200
visual_scale_r225_pad_9.JPG,800,800,5eca67a90202601e8cb8d104,8,84,256,331
visual_scale_crop_r315_pad_14.JPG,400,400,5eca67a90202601e8cb8d104,0,0,171,171
visual_r315_pad_14.JPG,800,800,5eca67a90202601e8cb8d104,200,149,545,494
visual_r270_pad_9.JPG,800,800,5eca67a90202601e8cb8d104,215,44,373,586
visual_scale_crop_r270_pad_9.JPG,400,400,5eca67a90202601e8cb8d104,0,0,32,155
visual_crop_r45_pad_14.JPG,400,400,5eca67a90202601e8cb8d104,0,0,258,233
visual_scale_r180_pad_1.JPG,800,800,5eca67a90202601e8cb8d104,36,202,355,298
visual_scale_r90_pad_14.JPG,800,800,5eca67a90202601e8cb8d104,208,126,268,310
visual_pad_14.JPG,800,800,5eca67a90202601e8cb8d104,252,265,620,385
visual_crop_pad_9.JPG,400,400,5eca67a90202601e8cb8d104,94,43,400,201
visual_scale_crop_pad_14.JPG,400,400,5eca67a90202601e8cb8d104,68,0,206,5
visual_crop_r315_pad_1.JPG,400,400,5eca67a90202601e8cb8d104,0,0,354,400
visual_scale_crop_r90_pad_9.JPG,400,400,5eca67a90202601e8cb8d104,130,98,200,200
visual_crop_r225_pad_14.JPG,400,400,5eca67a90202601e8cb8d104,0,0,237,229
visual_crop_r270_pad_14.JPG,400,400,5eca67a90202601e8cb8d104,217,0,337,191
visual_scale_crop_r135_pad_14.JPG,400,400,5eca67a90202601e8cb8d104,9,74,182,200
visual_r135_pad_14.JPG,800,800,5eca67a90202601e8cb8d104,258,313,604,670
visual_r180_pad_9.JPG,800,800,5eca67a90202601e8cb8d104,44,427,586,585
visual_scale_crop_r180_pad_9.JPG,400,400,5eca67a90202601e8cb8d104,0,120,186,199
visual_scale_crop_pad_1.JPG,400,400,5eca67a90202601e8cb8d104,42,0,200,74
visual_crop_r180_pad_9.JPG,400,400,5eca67a90202601e8cb8d104,0,240,371,398
visual_r270_pad_14.JPG,800,800,5eca67a90202601e8cb8d104,265,180,385,548
visual_r225_pad_14.JPG,800,800,5eca67a90202601e8cb8d104,149,255,494,600
visual_scale_crop_r225_pad_14.JPG,400,400,5eca67a90202601e8cb8d104,0,0,118,114
visual_scale_r315_pad_9.JPG,800,800,5eca67a90202601e8cb8d104,69,6,316,257
visual_crop_r135_pad_14.JPG,400,400,5eca67a90202601e8cb8d104,18,148,363,400
visual_scale_crop_r270_pad_14.JPG,400,400,5eca67a90202601e8cb8d104,108,0,168,96
visual_scale_crop_r315_pad_1.JPG,400,400,5eca67a90202601e8cb8d104,0,0,177,200
visual_r315_pad_1.JPG,800,800,5eca67a90202601e8cb8d104,43,30,630,617
visual_r45_pad_14.JPG,800,800,5eca67a90202601e8cb8d104,306,200,651,545
visual_scale_crop_r45_pad_14.JPG,400,400,5eca67a90202601e8cb8d104,0,0,129,116
visual_scale_r180_pad_14.JPG,800,800,5eca67a90202601e8cb8d104,90,208,274,268
visual_crop_r90_pad_1.JPG,400,400,5eca67a90202601e8cb8d104,312,79,400,400
visual_r45_pad_9.JPG,800,800,5eca67a90202601e8cb8d104,288,138,783,633
visual_scale_r90_pad_1.JPG,800,800,5eca67a90202601e8cb8d104,202,45,298,364
visual_crop_r45_pad_9.JPG,400,400,5eca67a90202601e8cb8d104,206,0,400,390
visual_r90_pad_1.JPG,800,800,5eca67a90202601e8cb8d104,403,90,595,728
visual_scale_r45_pad_9.JPG,800,800,5eca67a90202601e8cb8d104,144,69,392,316
visual_crop_r270_pad_9.JPG,400,400,5eca67a90202601e8cb8d104,0,0,65,310
visual_scale_pad_1.JPG,800,800,5eca67a90202601e8cb8d104,45,102,364,198
visual_pad_9.JPG,800,800,5eca67a90202601e8cb8d104,214,215,756,373
visual_crop_r135_pad_9.JPG,400,400,5eca67a90202601e8cb8d104,0,0,345,400
visual_crop_r315_pad_14.JPG,400,400,5eca67a90202601e8cb8d104,0,0,342,342
visual_crop_r225_pad_1.JPG,400,400,5eca67a90202601e8cb8d104,0,0,400,400
visual_scale_r315_pad_1.JPG,800,800,5eca67a90202601e8cb8d104,22,15,315,308
visual_crop_r180_pad_1.JPG,400,400,5eca67a90202601e8cb8d104,0,254,400,400
visual_crop_r90_pad_14.JPG,400,400,5eca67a90202601e8cb8d104,175,0,295,256
visual_scale_r45_pad_14.JPG,800,800,5eca67a90202601e8cb8d104,153,100,326,272
visual_scale_r90_pad_9.JPG,800,800,5eca67a90202601e8cb8d104,214,107,292,378
visual_r45_pad_1.JPG,800,800,5eca67a90202601e8cb8d104,183,43,770,630
visual_crop_r90_pad_9.JPG,400,400,5eca67a90202601e8cb8d104,261,187,400,400
visual_scale_r315_pad_14.JPG,800,800,5eca67a90202601e8cb8d104,100,74,272,247
visual_scale_crop_r315_pad_9.JPG,400,400,5eca67a90202601e8cb8d104,0,0,170,107
visual_r315_pad_9.JPG,800,800,5eca67a90202601e8cb8d104,138,17,633,512
visual_crop_r135_pad_1.JPG,400,400,5eca67a90202601e8cb8d104,0,0,400,400
visual_pad_1.JPG,800,800,5eca67a90202601e8cb8d104,90,205,728,397
visual_scale_pad_9.JPG,800,800,5eca67a90202601e8cb8d104,107,108,378,186
visual_crop_pad_14.JPG,400,400,5eca67a90202601e8cb8d104,166,0,400,14
visual_crop_r270_pad_1.JPG,400,400,5eca67a90202601e8cb8d104,91,0,283,400
visual_scale_r45_pad_1.JPG,800,800,5eca67a90202601e8cb8d104,92,22,385,315
visual_r90_pad_9.JPG,800,800,5eca67a90202601e8cb8d104,427,214,585,756
visual_crop_r45_pad_1.JPG,400,400,5eca67a90202601e8cb8d104,66,0,400,261
visual_crop_r180_pad_14.JPG,400,400,5eca67a90202601e8cb8d104,0,278,244,398
visual_crop_r225_pad_9.JPG,400,400,5eca67a90202601e8cb8d104,0,0,258,400
visual_scale_r135_pad_14.JPG,800,800,5eca67a90202601e8cb8d104,128,153,300,326
visual_scale_crop_r45_pad_9.JPG,400,400,5eca67a90202601e8cb8d104,103,0,200,195
visual_scale_r135_pad_9.JPG,800,800,5eca67a90202601e8cb8d104,84,144,331,392
visual_scale_r270_pad_9.JPG,800,800,5eca67a90202601e8cb8d104,108,22,186,293
visual_scale_r225_pad_14.JPG,800,800,5eca67a90202601e8cb8d104,74,128,247,300
visual_scale_crop_r225_pad_9.JPG,400,400,5eca67a90202601e8cb8d104,0,0,129,200
visual_r225_pad_9.JPG,800,800,5eca67a90202601e8cb8d104,17,167,512,662
visual_scale_r270_pad_14.JPG,800,800,5eca67a90202601e8cb8d104,132,90,192,274
visual_r270_pad_1.JPG,800,800,5eca67a90202601e8cb8d104,205,72,397,710
visual_scale_crop_r270_pad_1.JPG,400,400,5eca67a90202601e8cb8d104,46,0,142,200
visual_scale_r225_pad_1.JPG,800,800,5eca67a90202601e8cb8d104,15,85,308,378
visual_r135_pad_1.JPG,800,800,5eca67a90202601e8cb8d104,170,183,757,770
visual_scale_crop_r135_pad_1.JPG,400,400,5eca67a90202601e8cb8d104,0,0,200,200
visual_scale_crop_r180_pad_14.JPG,400,400,5eca67a90202601e8cb8d104,0,136,129,194
visual_r180_pad_14.JPG,800,800,5eca67a90202601e8cb8d104,180,415,548,535
visual_crop_r315_pad_9.JPG,400,400,5eca67a90202601e8cb8d104,0,0,339,214
visual_crop_pad_1.JPG,400,400,5eca67a90202601e8cb8d104,84,0,400,147
visual_scale_pad_14.JPG,800,800,5eca67a90202601e8cb8d104,126,132,310,192
visual_scale_r180_pad_9.JPG,800,800,5eca67a90202601e8cb8d104,0,233,267,317
visual_scale_crop_pad_9.JPG,400,400,5eca67a90202601e8cb8d104,47,22,200,100
visual_r180_pad_1.JPG,800,800,5eca67a90202601e8cb8d104,72,403,710,595
visual_scale_crop_r90_pad_14.JPG,400,400,5eca67a90202601e8cb8d104,88,0,148,128
visual_scale_crop_r180_pad_1.JPG,400,400,5eca67a90202601e8cb8d104,0,127,200,200
visual_r90_pad_14.JPG,800,800,5eca67a90202601e8cb8d104,415,252,535,620
visual_scale_crop_r90_pad_1.JPG,400,400,5eca67a90202601e8cb8d104,156,40,200,200
